district,doc,pre_date,cur_date,days,pre_read,cur_read,consumption,bill,obstcle,meter,Y,X,ID,flats,land_use,capacity,diameter
ناحيه 2 گرگان,11368788,980510,970230,287,8618,10314,390,690524,از کار افتاده,1389/12/10,,,63030700,23,مسكوني,43,0.75
ناحيه 2 گرگان,11616331,980919,980629,20,24475,3820,86,376236,قرائت نشده,1394/12/09,,,14411700,42,مسكوني,32,0.75
ناحيه 50 مراکز اداري دولتي ,11710072,990426,950202,108,4137,8706,460,892466,از کار افتاده,1390/10/18,,272301.776406,23350202,7,مسكوني,18,0.75
ناحيه 1 گرگان,11474464,960331,990508,27,11471,12181,295,324069,قرائت نشده,1396/09/27,,272508.308049,44555700,5,مسكوني,75,0.75
ناحيه روستايي گرگان,11355767,981229,960829,302,6373,9375,77,996631,قرائت نشده,1390/08/18,,,42550900,1,مسكوني,105,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11267981,960730,960601,362,4399,13619,91,2878633,از کار افتاده,1395/03/27,,,16964100,5,مسكوني,77,0.75
املاک استيجاري اموزشي  ,11489747,961023,941229,126,9482,910,67,746339,nan,1395/02/28,,,23353500,15,مسكوني,43,0.75
ناحيه 9 گرگان,11314700,981001,950529,140,6856,8844,41,908662,قرائت نشده,1394/02/27,4075704.37413,,55030795,23,مسكوني,63,0.75
ناحيه 50 مراکز اداري دولتي ,11165526,960201,950226,172,15365,7861,1385,675256,nan,1397/06/20,4079441.25231,271591.939971,23401100,14,مسكوني,9,0.75
ناحيه 9 گرگان,61691986,970608,971007,365,11957,9594,98,1248779,از کار افتاده,1391/10/30,,,12091800,4,مسكوني,11,0.75
ناحيه 5 گرگان,11172891,950511,980312,127,1275,6223,596,346625,از کار افتاده,1397/12/13,,,14715600,4,مسكوني,11,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,11432192,960201,960901,57,8010,4983,160,799542,nan,1396/12/21,,270109.211871,26214700,42,مسكوني,48,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11174860,970928,951024,3221,3650,11298,629,58823,قرائت نشده,1393/07/17,,,26223800,3,مسكوني,18,0.75
ناحيه 6 گرگان,11215108,971025,950916,191,14234,2788,1017,98283,قرائت نشده,1394/06/23,,,33153600,16,مسكوني,13,0.75
ناحيه 9 گرگان,11336304,970508,980711,544,2130,9307,202,135074,قرائت نشده,1393/12/23,4081094.789,,14401245,11,مسكوني,48,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,41130362,980216,960603,255,17314,823,11,704319,nan,1397/06/09,,,42023900,8,مسكوني,42,0.75
ناحيه 8 گرگان,11668680,970716,990123,214,2641,9588,407,707728,از کار افتاده,1393/08/18,4079609.36415,,61205300,3,مسكوني,19,0.75
ناحيه 3 گرگان,11115448,960418,960927,19,1170,9237,334,1730702,قرائت نشده,1396/09/23,4080345.19164,,26331300,13,مسكوني,42,0.75
ناحيه 6 گرگان,11348345,951217,950517,243,2057,1667,585,1346774,nan,1394/07/17,,,32606500,14,مسكوني,48,0.75
ناحيه 7 گرگان,11324314,950314,970315,158,1471,9985,115,1465535,nan,1394/02/09,,270856.801316,43542000,42,مسكوني,14,0.75
ناحيه 7 گرگان,41126977,980531,971223,33,15387,12376,471,1030845,nan,1397/10/20,4078116.31089,273442.08620300004,64012400,18,مسكوني,12,0.75
ناحيه 7 گرگان,41118966,980503,990320,25,10989,16498,952,2927517,قرائت نشده,1393/03/03,,,51870085,3,مسكوني,5,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,11197525,980121,960311,13,13148,1675,232,351791,از کار افتاده,1395/07/01,4079253.70931,269787.044309,16994500,15,مسكوني,8,0.75
ناحيه 5 گرگان,11235907,980502,990815,186,749,1939,114,536953,nan,1397/01/26,,272180.425057,74571800,20,مسكوني,6,0.75
ناحيه 6 گرگان,11271083,990630,980320,2891,10539,9338,310,2287979,قرائت نشده,1390/04/05,,271084.353537,23634400,6,مسكوني,7,0.75
ناحيه 5 گرگان,11115901,951014,970919,878,5360,3335,451,387449,از کار افتاده,1394/09/02,4077187.92371,273019.27914400003,17263100,11,مسكوني,48,0.75
ناحيه 7 گرگان,11685323,961024,970703,21,3619,10572,628,468032,از کار افتاده,1389/11/13,4075738.80256,,24122000,8,مسكوني,80,0.75
ناحيه روستايي گرگان,11115031,961219,990327,194,8800,190,327,732141,nan,1392/03/28,,,16999225,9,مسكوني,50,0.75
ناحيه 8 گرگان,11205382,950913,970911,357,4882,8454,95,573410,قرائت نشده,1397/07/21,4080790.10772,273507.416133,16470300,3,مسكوني,12,0.75
ناحيه روستايي گرگان,41126560,980719,980926,6,12228,466,146,1981653,nan,1398/07/11,,272627.266716,27101900,16,مسكوني,17,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,11705836,980725,980302,232,477,18425,509,743960,قرائت نشده,1398/04/05,,271954.056888,22272100,17,مسكوني,37,0.75
ناحيه 7 گرگان,41172511,971106,980706,286,13272,16404,217,979175,nan,1394/06/01,4080983.609780001,,44352800,28,مسكوني,18,0.75
ناحيه 5 گرگان,41136590,960807,950629,152,3113,18235,189,1275366,nan,1393/07/14,,271285.121607,17121225,9,مسكوني,20,0.75
ناحيه 50 مراکز اداري دولتي ,11316516,990728,950827,307,9477,10845,629,230374,از کار افتاده,1395/04/24,,272686.99692600005,52630200,20,مسكوني,65,0.75
ناحيه 1 گرگان,41183075,991101,950110,94,16138,202,109,661295,nan,1399/01/23,4080903.37528,,68052000,6,مسكوني,52,0.75
ناحيه 8 گرگان,11321307,970621,960804,629,13567,8869,498,253031,قرائت نشده,1389/06/29,,,42080300,4,مسكوني,72,0.75
ناحيه 4 گرگان,11233114,961017,990828,378,17040,3421,102,992216,قرائت نشده,1396/11/16,,272628.073766,41080400,28,مسكوني,50,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,41163503,990431,960225,1658,1137,8956,714,303508,nan,1393/04/26,,,16853600,20,مسكوني,65,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11322362,970514,990827,243,1571,10123,29,960129,قرائت نشده,1396/03/11,,272528.469343,26432200,24,مسكوني,40,0.75
ناحيه 5 گرگان,41018309,941125,981210,237,10495,5211,114,502808,قرائت نشده,1397/10/30,4076532.00225,273269.732302,43614100,23,مسكوني,43,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,41169510,950328,971107,385,7550,17945,264,730700,از کار افتاده,1392/04/26,,271609.131773,14763700,23,مسكوني,60,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11483056,970529,951019,87,5458,14107,992,372338,nan,1396/06/01,,,16445200,16,مسكوني,165,0.75
 قرارداد 16135 کد 221شرکت فاينانس پيام سازه سپاهان  ,11306928,960123,970716,108,6448,14480,385,2025177,nan,1394/02/09,4081402.898,271353.951628,62550600,7,مسكوني,16,0.75
ناحيه 3 گرگان,41014117,980918,970723,175,8737,14364,393,541582,nan,1393/05/04,,272179.889839,65653400,1,مسكوني,28,0.75
ناحيه 9 گرگان,11195450,950819,990806,345,16492,2981,440,512137,از کار افتاده,1398/04/09,4077147.44952,272665.23483800003,21151300,9,مسكوني,198,0.75
ناحيه 50 مراکز اداري دولتي ,41165867,970331,970729,372,26623,17462,73,1429371,nan,1395/11/03,4079646.39221,272335.860916,27300900,10,مسكوني,70,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,41014133,990308,961125,216,22786,4009,282,1083847,از کار افتاده,1394/05/10,4080005.52206,269611.856847,62442600,4,مسكوني,42,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,41166880,950830,961108,232,3382,5255,494,1889573,nan,1390/07/07,,272041.126814,14291775,9,مسكوني,66,0.75
املاک استيجاري اموزشي  ,11519824,960321,961026,236,2630,12072,361,173707,از کار افتاده,1397/11/04,,,14015400,1,مسكوني,48,0.75
ناحيه 5 گرگان,41118788,981017,960428,217,14364,6941,269,602346,قرائت نشده,1396/11/14,4079605.68197,272895.309346,17222500,18,مسكوني,35,0.75
ناحيه 8 گرگان,11257081,980712,990512,43,9170,6767,212,384383,از کار افتاده,1394/03/02,,273572.108617,22470400,17,مسكوني,8,0.75
املاک استيجاري اموزشي  ,41016420,960903,961106,163,1127,16027,108,1168545,قرائت نشده,1391/11/12,,,26332200,17,مسكوني,0,0.75
املاک استيجاري اموزشي  ,11336274,960213,980307,240,8285,2123,465,88253,قرائت نشده,1396/08/08,54.40012,,21995400,23,مسكوني,52,0.75
ناحيه 4 گرگان,11320025,981216,950113,745,10533,3360,381,459700,از کار افتاده,1394/04/03,,,16948000,18,مسكوني,131,0.75
ناحيه 1 گرگان,41149471,980916,960228,345,10948,1588,115,245221,از کار افتاده,1393/11/26,,,52650800,20,مسكوني,51,0.75
ناحيه 4 گرگان,11367803,940926,990305,150,6913,4730,547,540947,از کار افتاده,1393/06/25,,,65031100,18,مسكوني,60,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,41140619,960128,970622,248,8055,16282,57,1241119,nan,1399/10/19,4080924.766030001,,63414000,5,مسكوني,131,0.75
ناحيه 5 گرگان,11451006,970608,981009,372,14108,13038,674,3104000,nan,1392/12/02,,,25226400,9,مسكوني,105,0.75
ناحيه 4 گرگان,11389378,950429,950604,332,3921,7810,318,276559,قرائت نشده,1397/07/17,4078666.21738,274296.929209,25231525,4,مسكوني,79,0.75
 قرارداد  3209 کد 10شرکت فاينانس پو يا فن هيرکان گر گان ,11481134,980711,990929,320,17043,5739,444,1878028,nan,1397/03/20,4082316.56398,,23472000,3,مسكوني,58,0.75
ناحيه 7 گرگان,11356283,960420,960326,146,9282,21747,207,690890,nan,1398/03/27,4079010.32599,274451.244764,23302200,20,مسكوني,42,0.75
ناحيه 6 گرگان,11191951,960511,961024,165,19874,495,374,2134953,از کار افتاده,1398/06/09,,,46631900,24,مسكوني,60,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11321951,980402,950129,3221,17645,8938,121,627142,از کار افتاده,1396/11/08,,,23652000,20,مسكوني,22,0.75
املاک استيجاري اموزشي  ,11520113,950905,970721,317,1938,11844,604,765547,قرائت نشده,1393/06/22,,270477.987795,14504800,11,مسكوني,62,0.75
ناحيه 1 گرگان,41166332,970117,950226,777,6056,1626,215,309943,nan,1392/06/16,4079879.5745,272938.547739,16557001,10,مسكوني,240,0.75
ناحيه 2 گرگان,41113573,970827,980912,55,11119,3337,447,800421,از کار افتاده,1390/06/01,,,61033900,18,مسكوني,50,0.75
ناحيه 2 گرگان,11495585,951203,970904,203,7798,9756,681,1291349,قرائت نشده,1392/09/11,4080311.57704,,16724700,5,مسكوني,11,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11478486,960917,970912,544,9483,11870,434,364576,از کار افتاده,1394/06/18,4078701.90711,273002.0081,62321700,6,مسكوني,27,0.75
ناحيه 50 مراکز اداري دولتي ,11271989,931224,990129,404,17965,9466,555,560514,از کار افتاده,1391/04/06,4079589.0792,274125.004496,51610100,6,مسكوني,100,0.75
ناحيه روستايي گرگان,41160300,980413,990429,31,16378,7207,98,984924,قرائت نشده,1398/08/22,,268708.683123,21976800,14,مسكوني,28,0.75
ناحيه 7 گرگان,11295748,980528,981225,360,21685,6752,217,5432393,قرائت نشده,1395/04/03,4078215.78121,,16564000,23,مسكوني,43,0.75
ناحيه 4 گرگان,11123301,951124,951015,979,8141,12380,921,285075,قرائت نشده,1395/05/05,4080039.124,,16684500,12,مسكوني,43,0.75
ناحيه 8 گرگان,11253522,960703,970216,55,18811,13682,365,3023648,از کار افتاده,1397/02/06,,,26250971,8,مسكوني,165,0.75
ناحيه 8 گرگان,41139823,951217,960826,117,7704,206,448,848878,nan,1396/04/26,,,25043800,4,مسكوني,28,0.75
ناحيه 1 گرگان,11630516,990604,961005,157,12067,13443,196,649828,nan,1397/10/24,,,43550700,8,مسكوني,18,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,41168955,950313,970601,287,2086,14955,613,819274,از کار افتاده,1397/06/20,,,23632300,2,مسكوني,114,0.75
ناحيه 4 گرگان,11475240,940813,961008,22,13911,26801,378,116958,از کار افتاده,1397/10/22,4078460.92177,,17249155,12,مسكوني,40,0.75
ناحيه 9 گرگان,11494139,960305,980616,9,5146,13404,106,585736,nan,1394/06/22,4075960.75789,,21880300,11,مسكوني,17,0.75
ناحيه 7 گرگان,11348973,950426,950916,296,16346,8205,262,484296,nan,1394/09/07,,273583.314084,62065800,15,مسكوني,240,0.75
ناحيه 9 گرگان,11309625,961104,980129,73,9266,6317,1350,4205018,قرائت نشده,1397/12/25,4080999.69211,,25113900,2,مسكوني,114,0.75
ناحيه 1 گرگان,11167022,990224,980909,376,2682,7657,938,1946707,قرائت نشده,1395/09/25,,271269.468132,16630700,42,مسكوني,5,0.75
ناحيه 9 گرگان,41146609,950917,990631,182,14146,15310,383,1072032,قرائت نشده,1395/09/04,,270861.386033,41731200,8,مسكوني,7,0.75
ناحيه روستايي گرگان,11562151,970409,950701,332,9785,6464,87,2024985,قرائت نشده,1397/05/19,,,16721500,28,مسكوني,27,0.75
ناحيه 1 گرگان,11299638,980814,990619,354,2835,8199,189,2045305,nan,1392/08/14,4078275.80629,,25170800,4,مسكوني,42,0.75
ناحيه 5 گرگان,11251929,980913,991002,168,6379,2080,117,281421,از کار افتاده,1398/05/30,4079551.7979,272709.947194,42621700,7,مسكوني,77,0.75
ناحيه 8 گرگان,11151495,960612,960307,186,102,3516,502,393883,nan,1394/11/11,,,17212000,13,مسكوني,61,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11140141,990220,950629,338,3764,20728,26,195212,از کار افتاده,1395/01/22,,,27100500,42,مسكوني,42,0.75
املاک استيجاري اموزشي  ,11174045,980623,950207,58,3002,4247,769,1083983,از کار افتاده,1391/08/29,,,14504400,14,مسكوني,104,0.75
ناحيه 2 گرگان,11468529,950720,980920,178,6629,9408,420,984677,از کار افتاده,1397/08/04,4081514.46489,,32331300,5,مسكوني,35,0.75
ناحيه 9 گرگان,11205111,980319,971121,495,25706,20961,238,960470,قرائت نشده,1394/03/12,,273459.458981,25290900,7,مسكوني,10,0.75
ناحيه 50 مراکز اداري دولتي ,11445260,980514,980815,179,3661,138,355,243328,قرائت نشده,1393/01/30,,274163.427025,14801000,2,مسكوني,35,0.75
ناحيه 6 گرگان,11242130,950718,981215,196,19714,14719,282,898253,nan,1397/07/05,4079757.77958,,26360225,21,مسكوني,63,0.75
ناحيه 1 گرگان,11494007,970410,990925,414,13833,5326,434,80243,از کار افتاده,1395/12/23,,273412.653132,64606000,15,مسكوني,131,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,11599895,951003,950829,52,4454,5178,259,5687124,قرائت نشده,1390/03/10,,,45221500,2,مسكوني,104,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,41016110,960609,980923,247,6676,12759,822,4090607,قرائت نشده,1394/09/18,,,26281800,7,مسكوني,8,0.75
ناحيه 2 گرگان,11103253,960424,960617,178,8826,4875,582,2088738,قرائت نشده,1397/06/26,,272451.976477,14970901,2,مسكوني,37,0.75
ناحيه 3 گرگان,11306278,950815,960427,56,4187,9969,695,974238,قرائت نشده,1397/10/12,,,14242700,20,مسكوني,20,0.75
 قرارداد 1915 کد 102شرکت فاينانس پو يا فن هيرکان گر گان ,11509489,970710,981117,181,545,412,218,641347,قرائت نشده,1393/03/10,,271281.005547,11540100,23,مسكوني,66,0.75
املاک استيجاري اموزشي  ,11255584,970710,960108,368,640,20340,531,814582,nan,1397/02/30,,272394.00115900004,23381900,16,مسكوني,58,0.75
ناحيه 6 گرگان,11482645,970105,980816,156,10659,9823,741,2112660,nan,1391/05/25,,,42132300,2,مسكوني,77,0.75
 قرارداد  3210 کد 101شرکت فاينانس پو يا فن هيرکان گر گان ,11347870,950502,960714,64,257,942,396,67670,از کار افتاده,1393/09/01,,,52723400,24,مسكوني,22,0.75
ناحيه 8 گرگان,11334336,951102,951118,42,9256,4337,58,917723,قرائت نشده,1398/02/08,4080899.37452,,51370200,16,مسكوني,17,0.75
